Observation id,D4S3,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Users/lydiayu/Downloads/D4_S3_output.mp4,,,,,,,,
,,,,,,,,,
Observation date,9/13/19 0:45,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
1403.708,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1406.522,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1422.524,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1427.521,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1445.806,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,NO
1448.806,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,NO
1454.305,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1457.308,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1458.305,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1465.809,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,YES
1470.833,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,STOP,YES
1475.836,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1477.309,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,YES
1478.335,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,STOP,YES
1506.349,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1510.858,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1512.852,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1518.884,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,NO
1519.854,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1519.883,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,NO
